frame,r11,r12,r13,r21,r22,r23,r31,r32,r33,tx,ty,tz
frame_157,0.9997361371724672,-0.0001564530821013682,0.022970231907991637,0.00014940161769351305,0.9999999411921864,0.00030869852637451114,-0.022970278853998417,-0.00030518528250258965,0.9997361017545146,-0.9999064638251166,-0.012250269799157472,-0.006082309643444115
frame_158,0.9998509856700244,-8.58892114890715e-05,0.01726264978860656,8.374342159431052e-05,0.9999999886778574,0.00012502529557110385,-0.017262660331479898,-0.0001235610316519259,0.9998509815422253,-0.9998201429450733,-0.007955252989780628,0.017216146815183533
frame_159,0.9024971549834925,-0.00034225460941401324,-0.430695679231269,-0.0003325857684058578,-0.9999999399166425,9.77415867069972e-05,-0.4306956868061351,5.503174949953456e-05,-0.9024972145874457,0.9751127086816272,-0.00021594358822558284,-0.22170962707096573
frame_160,0.9988245569061576,-0.0009229816920820894,0.04846289948005835,0.0008002954201319842,0.9999964262294693,0.0025508930847368888,-0.04846508071239278,-0.0025091100185771816,0.9988217259944119,-0.9985341574989185,-0.05150994728923597,0.016621120244594393
frame_161,0.9998043543541489,-0.00030818681043080776,0.019777715625760084,0.0003047047627908195,0.999999937544044,0.00017907237716458687,-0.019777769578268694,-0.00017301097828559958,0.9998043858164009,-0.9999640669315207,-0.00847144950984581,0.0003152601705710848
frame_162,0.9983324504182772,-0.00241448202220821,0.05767572035443034,0.002602757081959936,0.9999915264151477,-0.0031894754232242462,-0.05766753070325094,0.00333427270442605,0.9983302752737303,-0.9953058567828474,0.055751579255521454,0.07910760307503581
frame_163,0.8507216780198859,0.030249670542890246,-0.5247452562711511,0.030270618066260038,-0.9995052320891196,-0.008542874712995375,-0.5247440483025186,-0.008616754523712666,-0.8512164444561454,0.9620518364422759,0.01564029181323171,-0.2724181441645201
frame_164,0.9999986954207493,0.0004200389791478576,-0.001559719223306666,-0.00042006672152714725,0.9999999116195588,-1.745922718906709e-05,0.0015597117519020598,1.811439055302358e-05,0.9999987834848201,0.9490424197225753,0.02344245431226554,-0.3142752565871777
frame_165,0.7118105084105883,0.03897612955420011,-0.7012892851322015,0.03900006580720611,-0.9991120088309025,-0.015943295672867595,-0.7012879543976878,-0.016001722871400302,-0.712698498582573,0.9254458719659443,0.020958648175366086,-0.37829971335946644
frame_166,0.9998755990623469,-0.0004243195967955568,0.01576725570899761,0.00042259279551938936,0.9999999043401213,0.0001128497982563589,-0.015767302085085838,-0.0001061726309679049,0.9998756827287729,-0.9990662929181244,-0.00580697326604371,-0.04281146360875793
frame_167,0.9999882215571735,0.0026500329372812458,0.0040662110560416576,-0.0026505302720778983,0.9999964805026962,0.00011692518036501842,-0.004065886889443704,-0.00012770141866516593,0.9999917260938462,-0.425841457068224,-0.03353189558539464,-0.9041762358193572
frame_168,0.9997402478337568,-0.0005548540721144945,0.022784402521391675,0.0005518049947005055,0.9999998379402207,0.0001401098858826267,-0.022784476569497152,-0.00012750094492373684,0.9997403919873213,-0.9999805157470677,-0.006025816763600795,0.0016302326704940872
frame_169,0.9996741074891355,-0.0003359454153238229,0.02552579002652755,0.0003256407134221064,0.9999998638068592,0.0004078533909107803,-0.025525923566566838,-0.0003994082380701949,0.9996740807378839,-0.9998559262638632,-0.014925606658071218,0.008084119056557523
frame_170,0.9998169551937406,-0.00012457658586645837,0.01913218721924387,0.00012363226320258693,0.9999999910803568,5.0540577785366305e-05,-0.019132193344764216,-4.8165970989150545e-05,0.999816961677415,-0.9998236917376272,-0.0008472590169168227,0.01875813403035566
frame_171,0.9998158862120348,-0.000726522676114361,0.019174614542270353,0.0007250176591066574,0.9999997335245306,8.54415691734828e-05,-0.019174671507943428,-7.152390405262554e-05,0.999816146527397,-0.9999288277689771,-0.004080292053128436,-0.011211182512140061
frame_172,0.9997974989099108,-0.0001383280863108561,0.020123171689078262,0.0001341650139542079,0.9999999693201254,0.00020822943515473645,-0.02012319987568001,-0.00020548744285667065,0.9997974867950382,-0.9996984439879874,-0.010400390085044871,0.022245291053975203
frame_173,0.5243404503908226,0.046106720072383076,-0.8502595265259405,0.04626365349076484,-0.9986006464072841,-0.025620760344709802,-0.8502510020280107,-0.025902111093918496,-0.525739778018786,0.8734334342814211,0.02627463938482404,-0.4862341814440447
frame_174,0.9997472267018918,-0.0005656398874590001,0.022475825978008387,0.0005599003061169238,0.9999998090231007,0.00026165895619012925,-0.022475969690387353,-0.0002490085939478654,0.9997473524752125,-0.9999216199707689,-0.010273810781614543,-0.007155608084350717
frame_175,0.9997563131237266,0.0024570073635808293,-0.02193803737958655,-0.00249916116387576,0.9999950829290934,-0.0018942837994097798,0.021933275239456818,0.001948648878338415,0.9997575377084281,0.9908787633503955,0.08429873567946305,-0.10513324642583326
